CASEID	ID	Q1A	Q1B	Q1C1	Q1C2	Q1C3	Q1C4	Q1C5	Q1C6	Q1C7	Q1D1	Q1D2	Q1D3	Q1D4	Q1D5	Q1D6	Q1D7	Q1D8	Q1E	Q1F	Q1G	Q1H	PROSPECT	Q2A1	Q2A2	Q2A3	Q2C	N_2C1	N_2C2	N_2C3	N_2C4	Q2F1	Q2G	N_PERTME	TIC_N_1	TIC_N_2	TIC_N_3	TIC_N_4	TIC_N_5	TIC_N_6	TIC_N_7	TIC_N_8	TIC_N_9	TIC_N_10	TIC_N_11	TIC_N_12	TIC_N_13	TIC_N_14	TIC_N_15	TIC_N_16	Q3A1	Q3B1	N_Q3C1	Q3A2	Q3B2	N_Q3C2	Q3A3	Q3B3	N_Q3C3	Q3A4	Q3B4	N_Q3C4	Q3A5	Q3B5	N_Q3C5	Q3A6	Q3B6	N_Q3C6	Q3A7	Q3B7	N_Q3C7	N_Q3A8	N_Q3B8	N_Q3C8	Q3C1	Q3C2	Q3C3	Q3C4	Q3C5	Q3D	Q3E	Q3F1	Q3F2	Q3G1	Q3G2	Q3G3	Q3G4	Q3G5	Q3G6	Q3H	Q3I	N_Q3K	Q3J	N_Q3M	Q3K1	Q3K2	Q3K3	Q3K4	Q3K5	Q3K6	Q3K7	Q3K8	Q3K9	Q3K10	Q3K11	N_Q3K10	N_Q3K12	Q3L1	Q3M1	Q3L2	Q3M2	Q3L3	Q3M3	Q3L4	Q3M4	Q3N1	Q3N2	Q3N3	Q3O	Q3P	Q3Q	Q5A	Q5B1	Q5B2	Q5C1	Q5C2A	Q5C2B	Q5C2C	Q5C2D	Q5D	Q5E1	Q5E2	Q5E3	Q5F1	Q5F2	Q5G	Q5H	Q5I1	Q5I2	Q5I3	Q5I4	ZIPCODE	GENDER	WEIGHT	DISTRICT	STATE	USRCOFIX	CM_SEG	VERSION
43	   50133	3	1	5	3	5	6	2	2	2	2	2	2	2	2	2	2	 	2	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	4	1	0	0	1	2	5	1981	20	1	6	 	1	2	2	 	2	5	-1	1	1.16	3	33	 	 	3
44	   50134	3	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	2	2	2	 	 	 	 	4	1922	79	6	3	 	1	2	1	1	 	1	-1	2	.92	8	16	 	 	3
45	   50135	4	3	0	0	0	0	0	0	1	2	2	2	2	2	2	2	 	0	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	6	1	0	0	0	5	3	1978	23	1	1	1	1	2	9999	 	 	 	-1	2	1.84	3	39	 	 	3
46	   50137	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	2	 	 	 	 	4	1929	72	5	3	3	1	2	1	1	 	1	-1	1	.92	8	42	 	 	3
47	   50141	4	3	2	0	1	2	0	0	0	2	2	2	2	2	2	2	 	0	2	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9999	9999	 	 	 	 	 	 	9999	9999	-7998	 	9999	 	9999	9999	9999	 	 	 	-1	1	.95	8	24	 	 	3
48	   50147	3	2	5	5	7	7	7	5	3	2	2	2	2	2	2	2	 	0	2	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	2	1965	36	2	1	1	1	2	2	 	1	4	-1	2	1.83	1	15	 	 	3
49	   50162	5	3	0	0	0	5	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	2	 	 	 	 	3	1929	72	5	4	 	1	2	1	1	 	1	-1	2	1.78	8	26	 	 	3
50	   50163	3	2	8	7	7	8	7	4	4	2	2	2	2	2	2	2	 	1	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	3	1	1	1	 	 	4	1972	29	1	6	 	1	2	1	1	 	1	-1	2	.93	8	28	 	 	3
51	   50166	3	2	5	4	5	5	2	2	3	2	2	2	2	2	2	2	 	5	2	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	1	1	0	9999	6	1953	48	3	1	1	1	2	2	 	1	4	-1	1	.33	7	34	 	 	3
52	   50176	5	3	5	3	7	5	3	5	8	2	2	2	2	2	2	2	 	0	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	9	2	10	10	9	9	10	5	9	5	9	9	9	9	10	9	2	 	 	1	2	 	1	2	 	1	2	 	1	2	 	2	 	 	1	2	 	2	 	 	 	 	 	 	 	2	2	1	1	2	1	9999	3	3	3	2	9999	 	9999	 	2	5	5	5	9	9	9	5	5	9999	9	2	9	1	4	2	 	2	 	1	4	2	2	2	2	0	0	3	1	 	2	 	 	 	 	3	1930	71	5	9999	 	1	2	1	1	 	1	-1	2	1.78	1	36	 	 	2
53	   50181	2	2	3	5	5	5	3	3	3	2	2	2	2	2	2	2	 	5	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	5	1	9999	2	1	9999	4	1966	35	2	2	1	1	2	9999	 	 	 	-1	2	.83	8	24	 	 	3
54	   50183	2	2	10	5	3	2	0	5	4	1	2	2	2	2	2	2	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	2	 	 	 	 	6	1943	58	4	3	 	4	2	1	1	 	1	-1	2	.33	1	50	 	 	3
55	   50191	3	2	4	0	4	6	0	0	0	2	2	2	2	2	2	2	 	0	2	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	5	1	0	0	1	3	4	1923	78	6	3	 	2	9999	1	1	 	1	-1	2	1.21	1	23	 	 	3
56	   50193	5	3	9999	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	2	1932	69	5	4	3	1	2	1	1	 	1	-1	2	2.24	3	33	 	 	3
57	   50202	3	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	5	1	9999	9999	9999	9999	4	1957	44	2	1	1	4	1	2	 	1	4	-1	2	.73	6	38	 	 	3
58	   50206	3	2	7	7	5	8	2	2	2	1	2	1	2	2	2	2	 	4	2	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	2	 	 	 	 	5	1969	32	1	1	 	1	2	1	2	 	2	-1	2	.36	7	47	 	 	3
59	   50208	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	6	1	0	3	1	9999	2	1969	32	1	4	1	1	2	1	1	 	1	-1	2	2.25	6	5	 	 	3
60	   50217	3	2	8	0	5	9999	9999	9999	9999	2	2	2	2	2	2	2	 	2	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	4	1952	49	3	3	3	1	2	1	1	 	1	-1	2	.78	1	23	 	 	3
61	   50219	5	2	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	2	 	 	 	 	5	1947	54	3	3	 	1	2	1	1	 	1	-1	1	.55	8	28	 	 	3
62	   50224	3	2	3	8	5	4	2	1	2	2	1	2	1	2	2	2	 	1	2	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	3	1951	50	3	1	1	1	2	2	 	2	5	-1	1	2.58	1	36	 	 	3
63	   50225	4	2	3	3	4	4	4	2	3	2	2	2	2	2	2	2	 	2	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	3	1	2	 	 	 	5	1970	31	1	1	 	1	2	1	3	 	3	-1	1	.68	1	50	 	 	3
64	   50233	3	1	6	5	5	7	5	6	6	2	2	2	2	2	2	2	 	4	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	4	2	 	 	 	 	5	1963	38	2	1	 	3	2	1	1	 	1	-1	2	1	6	5	 	 	3
65	   50235	4	3	5	0	3	3	3	3	3	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	2	 	 	 	 	5	1964	37	2	1	 	1	2	1	3	 	3	-1	1	.62	7	10	 	 	3
66	   50237	5	3	9999	9999	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	2	 	 	 	 	2	1926	75	6	3	 	1	2	1	1	 	1	-1	2	2.24	8	16	 	 	3
67	   50239	4	2	5	4	6	7	2	1	1	1	2	1	1	2	2	2	 	4	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	6	1946	55	4	3	3	1	2	2	 	1	4	-1	1	.31	3	39	 	 	3
68	   50243	2	1	8	10	0	0	0	0	4	1	2	2	2	2	2	2	 	1	1	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	5	1950	51	3	1	1	1	2	2	 	1	4	-1	1	.49	8	26	 	 	3
69	   50244	5	3	3	0	0	0	0	10	0	2	2	2	2	2	2	2	 	2	1	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	9999	9999	1	1	5	1962	39	2	4	1	4	2	1	3	 	3	-1	2	.6	3	31	 	 	3
70	   50248	3	2	4	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	3	1936	65	5	2	3	1	2	9999	 	 	 	-1	2	1.76	7	21	 	 	3
71	   50249	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	3	2	 	 	 	 	1	1965	36	2	5	 	1	2	1	2	 	2	-1	1	2.75	7	49	 	 	3
72	   50261	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	1	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	2	 	 	 	 	5	1949	52	3	5	 	1	2	1	1	 	1	-1	1	.55	6	5	 	 	3
73	   50263	3	2	0	0	3	3	3	1	1	2	2	2	2	2	2	2	 	0	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	9999	 	 	 	 	 	 	3	1941	60	4	3	3	1	2	1	1	 	1	-1	2	1.43	1	14	 	 	3
74	   50265	3	2	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	5	1	9999	9999	9999	9999	3	1952	49	3	1	5	1	2	1	2	 	2	-1	1	.84	1	50	 	 	3
75	   50275	3	2	5	3	3	5	0	0	2	2	2	2	2	2	2	2	 	0	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	1	1	9999	9999	3	1955	46	3	4	1	1	2	1	1	 	1	-1	1	1.51	3	39	 	 	3
76	   50277	3	3	3	4	6	5	0	1	2	2	2	2	2	2	2	2	 	0	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	1	9999	9999	9999	9999	6	1938	63	4	2	4	1	2	1	2	 	2	-1	1	.19	1	36	 	 	3
77	   50282	2	2	8	3	4	9	8	5	7	1	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	2	 	 	 	 	6	1975	26	1	3	3	1	2	1	1	 	1	-1	1	.43	2	18	 	 	3
78	   50289	3	2	9999	5	5	7	4	4	4	2	2	2	2	2	2	2	 	5	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	1	1	 	 	 	3	1977	24	1	1	 	1	2	1	1	 	1	-1	2	1.86	3	39	 	 	3
79	   50292	1	2	10	3	2	0	0	0	0	1	1	2	2	2	2	2	 	2	2	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	9999	 	 	 	 	4	1956	45	3	1	2	1	2	1	3	 	3	-1	1	.82	1	36	 	 	3
80	   50293	2	2	5	8	8	8	7	5	3	1	1	2	2	2	2	2	 	4	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	4	1	0	0	2	9999	5	1972	29	1	1	 	1	2	2	 	1	4	-1	2	.58	3	33	 	 	3
81	   50294	3	2	4	2	9	9	7	7	4	1	2	2	2	2	2	2	 	0	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	2	9999	9999	9999	3	1966	35	2	1	1	9999	2	2	 	1	4	-1	1	1.41	8	26	 	 	3
82	   50295	5	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	2	 	 	 	 	2	1946	55	4	1	1	1	2	1	9999	 	 	-1	1	1.78	3	39	 	 	3
83	   50297	4	3	0	3	0	5	0	0	0	2	2	2	2	2	2	2	 	5	2	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	2	 	 	 	 	1	1919	82	6	4	 	1	2	1	1	 	1	-1	2	5.41	8	24	 	 	3
84	   50303	5	3	5	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	3	1959	42	2	1	1	1	2	2	 	6	9	-1	2	2.78	7	8	 	 	3
